OS_Berufs4Steller_RGS
Datum;RGSCode;RGSName;Berufs4Steller;Berufs4StellerBez;Bestand;
2024-12-31;960;Wien Esteplatz;B7568;B7568 - Sonstige Wirtschaftsberater/innen;29;
2024-12-31;960;Wien Esteplatz;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;133;
2024-12-31;960;Wien Esteplatz;B7701;B7701 - Buchhalter/innen;75;
2024-12-31;960;Wien Esteplatz;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;15;
2024-12-31;960;Wien Esteplatz;B7781;B7781 - Kalkulant(en)innen;1;
2024-12-31;960;Wien Esteplatz;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;26;
2024-12-31;960;Wien Esteplatz;B7787;B7787 - Fakturist(en)innen, Abrechner/innen;9;
2024-12-31;960;Wien Esteplatz;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;170;
2024-12-31;960;Wien Esteplatz;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);39;
2024-12-31;960;Wien Esteplatz;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;60;
2024-12-31;960;Wien Esteplatz;B7831;B7831 - Stenograf(en)innen, Maschinschreiber/innen;1;
2024-12-31;960;Wien Esteplatz;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;56;
2024-12-31;960;Wien Esteplatz;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;11;
2024-12-31;960;Wien Esteplatz;B8001;B8001 - Ärzt(e)innen;8;
2024-12-31;960;Wien Esteplatz;B8041;B8041 - Apotheker/innen, Pharmazeut(en)innen;1;
2024-12-31;960;Wien Esteplatz;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;47;
2024-12-31;960;Wien Esteplatz;B8076;B8076 - Masseur(e)innen;4;
2024-12-31;960;Wien Esteplatz;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);3;
2024-12-31;960;Wien Esteplatz;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;82;
2024-12-31;960;Wien Esteplatz;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;112;
2024-12-31;960;Wien Esteplatz;B8341;B8341 - Lehrer/innen für fachliche Berufsausbildung;1;
2024-12-31;960;Wien Esteplatz;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);5;
2024-12-31;960;Wien Esteplatz;B8371;B8371 - Erzieher/innen;822;
2024-12-31;960;Wien Esteplatz;B8411;B8411 - Biolog(en)innen, Zoolog(en)innen;1;
2024-12-31;960;Wien Esteplatz;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;12;
2024-12-31;960;Wien Esteplatz;B8431;B8431 - Mathematiker/innen;2;
2024-12-31;960;Wien Esteplatz;B8441;B8441 - Philosoph(en)innen, Psycholog(en)innen;3;
2024-12-31;960;Wien Esteplatz;B8448;B8448 - Sonstige Wissenschafter/innen;8;
2024-12-31;960;Wien Esteplatz;B8451;B8451 - Bibliothekar(e)innen, Archivar(e)innen;1;
2024-12-31;960;Wien Esteplatz;B8501;B8501 - Schriftsteller/innen, Journalist(en)innen;6;
2024-12-31;960;Wien Esteplatz;B8551;B8551 - Dolmetscher/innen, Übersetzer/innen;1;
2024-12-31;960;Wien Esteplatz;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;2;
2024-12-31;960;Wien Esteplatz;B8721;B8721 - Schauspieler/innen, Sprecher/innen;49;
2024-12-31;960;Wien Esteplatz;B8801;B8801 - Turn-, Sportberufe;4;
2024-12-31;962;Wien Redergasse;B0271;B0271 - Naturblumenbinder/innen;2;
2024-12-31;962;Wien Redergasse;B1421;B1421 - Hafner/innen, Töpfer/innen, Ofensetzer/innen;1;
2024-12-31;962;Wien Redergasse;B1601;B1601 - Maurer/innen;2;
2024-12-31;962;Wien Redergasse;B1611;B1611 - Stukkateur(e)innen;4;
2024-12-31;962;Wien Redergasse;B1631;B1631 - Zimmerer/innen;2;
2024-12-31;962;Wien Redergasse;B1678;B1678 - Sonstige Tiefbauer/innen;1;
2024-12-31;962;Wien Redergasse;B1721;B1721 - Platten-, Fliesenleger/innen;2;
2024-12-31;962;Wien Redergasse;B1761;B1761 - Maler/innen, Anstreicher/innen;2;
2024-12-31;962;Wien Redergasse;B1771;B1771 - Glaser/innen;3;
2024-12-31;962;Wien Redergasse;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;5;
2024-12-31;962;Wien Redergasse;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;2;
2024-12-31;962;Wien Redergasse;B1958;B1958 - Sonstige Schlosser/innen;5;
2024-12-31;962;Wien Redergasse;B2021;B2021 - Dreher/innen;1;
2024-12-31;962;Wien Redergasse;B2101;B2101 - Bauspengler;5;
2024-12-31;962;Wien Redergasse;B2108;B2108 - Sonstige Spengler/innen;1;
2024-12-31;962;Wien Redergasse;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;22;
2024-12-31;962;Wien Redergasse;B2129;B2129 - Rohrinstallateur(monteur)helfer/innen;2;
2024-12-31;962;Wien Redergasse;B2161;B2161 - Schweißer/innen, Schneidbrenner/innen;3;
2024-12-31;962;Wien Redergasse;B2201;B2201 - Kraftfahrzeugmechaniker/innen;4;
2024-12-31;962;Wien Redergasse;B2205;B2205 - Büchsenmacher/innen;1;
2024-12-31;962;Wien Redergasse;B2224;B2224 - Zahnprothesenmacher/innen;4;
2024-12-31;962;Wien Redergasse;B2241;B2241 - Augenoptiker/innen;9;
2024-12-31;962;Wien Redergasse;B2405;B2405 - Elektromechaniker/innen;2;
2024-12-31;962;Wien Redergasse;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;21;
2024-12-31;962;Wien Redergasse;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;2;
2024-12-31;962;Wien Redergasse;B2488;B2488 - Sonstige Elektroberufe;1;
2024-12-31;962;Wien Redergasse;B2511;B2511 - Bautischler/innen;1;
2024-12-31;962;Wien Redergasse;B2961;B2961 - Sticker/innen;1;
2024-12-31;962;Wien Redergasse;B3014;B3014 - Herren- und Damenschneider/innen;3;
2024-12-31;962;Wien Redergasse;B3548;B3548 - Sonstige Gummiarbeiter/innen;1;
2024-12-31;962;Wien Redergasse;B3631;B3631 - Bäcker/innen;5;
2024-12-31;962;Wien Redergasse;B3641;B3641 - Zuckerbäcker/innen;1;
2024-12-31;962;Wien Redergasse;B3647;B3647 - Süßwarenhersteller/innen;1;
2024-12-31;962;Wien Redergasse;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;5;
2024-12-31;962;Wien Redergasse;B3831;B3831 - Kranführer/innen, Aufzugsmaschinist(en)innen;2;
2024-12-31;962;Wien Redergasse;B3835;B3835 - Erdbewegungs-, Baumaschinenführer/innen;1;
2024-12-31;962;Wien Redergasse;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);2;
2024-12-31;962;Wien Redergasse;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);6;
2024-12-31;962;Wien Redergasse;B4002;B4002 - Drogist(en)innen;1;
2024-12-31;962;Wien Redergasse;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;21;
2024-12-31;962;Wien Redergasse;B4006;B4006 - Händler/innen und Verkäufer/innen von Schuhen;1;
2024-12-31;962;Wien Redergasse;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;25;
2024-12-31;962;Wien Redergasse;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;5;
2024-12-31;962;Wien Redergasse;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;3;
2024-12-31;962;Wien Redergasse;B4016;B4016 - Warenhausverkäufer/innen;2;
2024-12-31;962;Wien Redergasse;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;72;
2024-12-31;962;Wien Redergasse;B4051;B4051 - Ambulante Händler/innen und Verkäufer/innen;2;
2024-12-31;962;Wien Redergasse;B4071;B4071 - Einkäufer/innen;5;
2024-12-31;962;Wien Redergasse;B4101;B4101 - Handelsvertreter/innen;1;
2024-12-31;962;Wien Redergasse;B4141;B4141 - Werbefachleute (m./w.);6;
2024-12-31;962;Wien Redergasse;B4151;B4151 - Konsumentenberater/innen;5;
2024-12-31;962;Wien Redergasse;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;23;
2024-12-31;962;Wien Redergasse;B4501;B4501 - Telegrafist(en)innen, Telefonist(en)innen;1;
2024-12-31;962;Wien Redergasse;B4531;B4531 - Postverkehrsfachbedienstete (m./w.);2;
2024-12-31;962;Wien Redergasse;B4605;B4605 - Reise-, Fremdenverkehrsfachleute (m./w.);4;
2024-12-31;962;Wien Redergasse;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;12;
2024-12-31;962;Wien Redergasse;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;21;
2024-12-31;962;Wien Redergasse;B5121;B5121 - Kellner/innen;72;
2024-12-31;962;Wien Redergasse;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;22;
2024-12-31;962;Wien Redergasse;B5141;B5141 - Stubenmädchen/-burschen;20;
2024-12-31;962;Wien Redergasse;B5151;B5151 - Hotelportier(e)innen;1;
2024-12-31;962;Wien Redergasse;B5201;B5201 - Gaststättenköch(e)innen;91;
2024-12-31;962;Wien Redergasse;B5205;B5205 - Haushaltsköch(e)innen;1;
2024-12-31;962;Wien Redergasse;B5251;B5251 - Kochgehilf(en)innen;40;
2024-12-31;962;Wien Redergasse;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;15;
2024-12-31;962;Wien Redergasse;B5431;B5431 - Gebäudereiniger/innen, Fensterputzer/innen;19;
2024-12-31;962;Wien Redergasse;B5436;B5436 - Reinigungskräfte (m./w.);37;
2024-12-31;962;Wien Redergasse;B5541;B5541 - Bügler/innen;3;
2024-12-31;962;Wien Redergasse;B5608;B5608 - Sonstige Reinigungsberufe;2;
2024-12-31;962;Wien Redergasse;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;30;
2024-12-31;962;Wien Redergasse;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;21;
2024-12-31;962;Wien Redergasse;B5751;B5751 - Friseur-, Kosmetikhilfskräfte (m./w.) und verwandte Berufe;1;
2024-12-31;962;Wien Redergasse;B5901;B5901 - Portier(e)innen, Wächter/innen;5;
2024-12-31;962;Wien Redergasse;B5988;B5988 - Sonstige Dienstleistungsberufe;2;
2024-12-31;962;Wien Redergasse;B6101;B6101 - DI (m./w.) f. Architektur, Mag. (m./w.) der Architektur;1;
2024-12-31;962;Wien Redergasse;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;1;
2024-12-31;962;Wien Redergasse;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;1;
2024-12-31;962;Wien Redergasse;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;3;
2024-12-31;962;Wien Redergasse;B6165;B6165 - Techniker/innen m. höh. Ausbildung (Ing.) für Vermessungswesen;1;
2024-12-31;962;Wien Redergasse;B6168;B6168 - Sonstige Techniker/innen für Vermessungswesen;1;
2024-12-31;962;Wien Redergasse;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;2;
2024-12-31;962;Wien Redergasse;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;6;
2024-12-31;962;Wien Redergasse;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;2;
2024-12-31;962;Wien Redergasse;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;3;
2024-12-31;962;Wien Redergasse;B6455;B6455 - Techn. m. höh. Ausbildung (Ing.) f. Wirtschaftswesen (m./w.);2;
2024-12-31;962;Wien Redergasse;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;1;
2024-12-31;962;Wien Redergasse;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;6;
2024-12-31;962;Wien Redergasse;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);1;
2024-12-31;962;Wien Redergasse;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;11;
2024-12-31;962;Wien Redergasse;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;3;
2024-12-31;962;Wien Redergasse;B6806;B6806 - Grafische Zeichner/innen;1;
2024-12-31;962;Wien Redergasse;B6826;B6826 - Technische Zeichner/innen;1;
2024-12-31;962;Wien Redergasse;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;1;
2024-12-31;962;Wien Redergasse;B7303;B7303 - Justizwachebeamt(e)innen, Gefangenenaufseher/innen;12;
2024-12-31;962;Wien Redergasse;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;3;
2024-12-31;962;Wien Redergasse;B7561;B7561 - Wirtschaftstreuhänder/innen;3;
2024-12-31;962;Wien Redergasse;B7565;B7565 - Wirtschaftsverwalter/innen;6;
2024-12-31;962;Wien Redergasse;B7568;B7568 - Sonstige Wirtschaftsberater/innen;6;
2024-12-31;962;Wien Redergasse;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;47;
2024-12-31;962;Wien Redergasse;B7701;B7701 - Buchhalter/innen;26;
2024-12-31;962;Wien Redergasse;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;3;
2024-12-31;962;Wien Redergasse;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;7;
2024-12-31;962;Wien Redergasse;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;27;
2024-12-31;962;Wien Redergasse;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;27;
2024-12-31;962;Wien Redergasse;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;15;
2024-12-31;962;Wien Redergasse;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;1;
2024-12-31;962;Wien Redergasse;B8001;B8001 - Ärzt(e)innen;17;
2024-12-31;962;Wien Redergasse;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;58;
2024-12-31;962;Wien Redergasse;B8076;B8076 - Masseur(e)innen;2;
2024-12-31;962;Wien Redergasse;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);6;
2024-12-31;962;Wien Redergasse;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;81;
2024-12-31;962;Wien Redergasse;B8088;B8088 - Sonstige Berufe des Gesundheits-, und Sanitätshilfsdienstes;1;
2024-12-31;962;Wien Redergasse;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;23;
2024-12-31;962;Wien Redergasse;B8341;B8341 - Lehrer/innen für fachliche Berufsausbildung;4;
2024-12-31;962;Wien Redergasse;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);4;
2024-12-31;962;Wien Redergasse;B8371;B8371 - Erzieher/innen;299;
2024-12-31;962;Wien Redergasse;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;3;
2024-12-31;962;Wien Redergasse;B8441;B8441 - Philosoph(en)innen, Psycholog(en)innen;2;
2024-12-31;962;Wien Redergasse;B8448;B8448 - Sonstige Wissenschafter/innen;3;
2024-12-31;962;Wien Redergasse;B8501;B8501 - Schriftsteller/innen, Journalist(en)innen;1;
2024-12-31;962;Wien Redergasse;B8801;B8801 - Turn-, Sportberufe;4;
2024-12-31;963;Wien Währinger Gürtel;B1601;B1601 - Maurer/innen;6;
2024-12-31;963;Wien Währinger Gürtel;B1611;B1611 - Stukkateur(e)innen;8;
2024-12-31;963;Wien Währinger Gürtel;B1631;B1631 - Zimmerer/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B1678;B1678 - Sonstige Tiefbauer/innen;4;
2024-12-31;963;Wien Währinger Gürtel;B1701;B1701 - Dachdecker/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B1703;B1703 - Schwarzdecker/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B1711;B1711 - Isolierer/innen;4;
2024-12-31;963;Wien Währinger Gürtel;B1728;B1728 - Sonstige Bodenleger/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B1761;B1761 - Maler/innen, Anstreicher/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B1767;B1767 - Lackierer/innen;4;
2024-12-31;963;Wien Währinger Gürtel;B1771;B1771 - Glaser/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;8;
2024-12-31;963;Wien Währinger Gürtel;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B2101;B2101 - Bauspengler;16;
2024-12-31;963;Wien Währinger Gürtel;B2105;B2105 - Karosserie-, Kühlerspengler/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;27;
2024-12-31;963;Wien Währinger Gürtel;B2129;B2129 - Rohrinstallateur(monteur)helfer/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B2201;B2201 - Kraftfahrzeugmechaniker/innen;10;
2024-12-31;963;Wien Währinger Gürtel;B2208;B2208 - Sonstige Grobmechaniker/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B2224;B2224 - Zahnprothesenmacher/innen;9;
2024-12-31;963;Wien Währinger Gürtel;B2241;B2241 - Augenoptiker/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B2405;B2405 - Elektromechaniker/innen;8;
2024-12-31;963;Wien Währinger Gürtel;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;29;
2024-12-31;963;Wien Währinger Gürtel;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B2511;B2511 - Bautischler/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B2513;B2513 - Bau- und Möbeltischler/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B3203;B3203 - Orthopädieschuhmacher/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B3461;B3461 - Stoffdrucker/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;3;
2024-12-31;963;Wien Währinger Gürtel;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);4;
2024-12-31;963;Wien Währinger Gürtel;B3999;B3999 - Hilfsarbeiter/innen (Helfer), soweit nicht anderw. eing.;5;
2024-12-31;963;Wien Währinger Gürtel;B4002;B4002 - Drogist(en)innen;1;
2024-12-31;963;Wien Währinger Gürtel;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;4;
2024-12-31;963;Wien Währinger Gürtel;B4006;B4006 - Händler/innen und Verkäufer/innen von Schuhen;1;
2024-12-31;963;Wien Währinger Gürtel;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;25;
2024-12-31;963;Wien Währinger Gürtel;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;6;
2024-12-31;963;Wien Währinger Gürtel;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B4016;B4016 - Warenhausverkäufer/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;28;
2024-12-31;963;Wien Währinger Gürtel;B4071;B4071 - Einkäufer/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B4101;B4101 - Handelsvertreter/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B4141;B4141 - Werbefachleute (m./w.);8;
2024-12-31;963;Wien Währinger Gürtel;B4151;B4151 - Konsumentenberater/innen;9;
2024-12-31;963;Wien Währinger Gürtel;B4188;B4188 - Sonst. Vermittler/innen, Vermieter/innen und verw. Berufe;4;
2024-12-31;963;Wien Währinger Gürtel;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;6;
2024-12-31;963;Wien Währinger Gürtel;B4501;B4501 - Telegrafist(en)innen, Telefonist(en)innen;1;
2024-12-31;963;Wien Währinger Gürtel;B4531;B4531 - Postverkehrsfachbedienstete (m./w.);12;
2024-12-31;963;Wien Währinger Gürtel;B4705;B4705 - Bühnenarbeiter/innen;6;
2024-12-31;963;Wien Währinger Gürtel;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;9;
2024-12-31;963;Wien Währinger Gürtel;B5121;B5121 - Kellner/innen;20;
2024-12-31;963;Wien Währinger Gürtel;B5141;B5141 - Stubenmädchen/-burschen;5;
2024-12-31;963;Wien Währinger Gürtel;B5201;B5201 - Gaststättenköch(e)innen;20;
2024-12-31;963;Wien Währinger Gürtel;B5251;B5251 - Kochgehilf(en)innen;11;
2024-12-31;963;Wien Währinger Gürtel;B5431;B5431 - Gebäudereiniger/innen, Fensterputzer/innen;4;
2024-12-31;963;Wien Währinger Gürtel;B5436;B5436 - Reinigungskräfte (m./w.);25;
2024-12-31;963;Wien Währinger Gürtel;B5541;B5541 - Bügler/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B5608;B5608 - Sonstige Reinigungsberufe;5;
2024-12-31;963;Wien Währinger Gürtel;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;8;
2024-12-31;963;Wien Währinger Gürtel;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;13;
2024-12-31;963;Wien Währinger Gürtel;B5751;B5751 - Friseur-, Kosmetikhilfskräfte (m./w.) und verwandte Berufe;1;
2024-12-31;963;Wien Währinger Gürtel;B5901;B5901 - Portier(e)innen, Wächter/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;3;
2024-12-31;963;Wien Währinger Gürtel;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;5;
2024-12-31;963;Wien Währinger Gürtel;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;9;
2024-12-31;963;Wien Währinger Gürtel;B6201;B6201 - Diplomingenieur(e)innen für Maschinenbau;1;
2024-12-31;963;Wien Währinger Gürtel;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;7;
2024-12-31;963;Wien Währinger Gürtel;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;8;
2024-12-31;963;Wien Währinger Gürtel;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;1;
2024-12-31;963;Wien Währinger Gürtel;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;9;
2024-12-31;963;Wien Währinger Gürtel;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;1;
2024-12-31;963;Wien Währinger Gürtel;B6305;B6305 - Techn. m. höh. Ausb. f. techn. Chemie, Chemotechniker (m./w.);4;
2024-12-31;963;Wien Währinger Gürtel;B6308;B6308 - Sonstige Techniker/innen für technische Chemie;1;
2024-12-31;963;Wien Währinger Gürtel;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;2;
2024-12-31;963;Wien Währinger Gürtel;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;2;
2024-12-31;963;Wien Währinger Gürtel;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;6;
2024-12-31;963;Wien Währinger Gürtel;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);5;
2024-12-31;963;Wien Währinger Gürtel;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;21;
2024-12-31;963;Wien Währinger Gürtel;B6491;B6491 - Diplomingenieur(e)innen soweit nicht anderweitig eingeordnet;2;
2024-12-31;963;Wien Währinger Gürtel;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);1;
2024-12-31;963;Wien Währinger Gürtel;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;6;
2024-12-31;963;Wien Währinger Gürtel;B6806;B6806 - Grafische Zeichner/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;27;
2024-12-31;963;Wien Währinger Gürtel;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;10;
2024-12-31;963;Wien Währinger Gürtel;B7561;B7561 - Wirtschaftstreuhänder/innen;3;
2024-12-31;963;Wien Währinger Gürtel;B7565;B7565 - Wirtschaftsverwalter/innen;1;
2024-12-31;963;Wien Währinger Gürtel;B7568;B7568 - Sonstige Wirtschaftsberater/innen;2;
2024-12-31;963;Wien Währinger Gürtel;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;41;
2024-12-31;963;Wien Währinger Gürtel;B7701;B7701 - Buchhalter/innen;10;
2024-12-31;963;Wien Währinger Gürtel;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;7;
2024-12-31;963;Wien Währinger Gürtel;B7781;B7781 - Kalkulant(en)innen;1;
