OS_Berufs4Steller_RGS
Datum;RGSCode;RGSName;Berufs4Steller;Berufs4StellerBez;Bestand;
2024-12-31;958;Wien Johnstraße;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;1;
2024-12-31;958;Wien Johnstraße;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;4;
2024-12-31;958;Wien Johnstraße;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;2;
2024-12-31;958;Wien Johnstraße;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;11;
2024-12-31;958;Wien Johnstraße;B7701;B7701 - Buchhalter/innen;3;
2024-12-31;958;Wien Johnstraße;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;2;
2024-12-31;958;Wien Johnstraße;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;6;
2024-12-31;958;Wien Johnstraße;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);2;
2024-12-31;958;Wien Johnstraße;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;6;
2024-12-31;958;Wien Johnstraße;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;4;
2024-12-31;958;Wien Johnstraße;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;2;
2024-12-31;958;Wien Johnstraße;B8001;B8001 - Ärzt(e)innen;2;
2024-12-31;958;Wien Johnstraße;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;10;
2024-12-31;958;Wien Johnstraße;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;8;
2024-12-31;958;Wien Johnstraße;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;18;
2024-12-31;958;Wien Johnstraße;B8371;B8371 - Erzieher/innen;83;
2024-12-31;958;Wien Johnstraße;B8448;B8448 - Sonstige Wissenschafter/innen;1;
2024-12-31;958;Wien Johnstraße;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;2;
2024-12-31;959;Wien Hauffgasse;B0241;B0241 - Landarbeiter/innen;7;
2024-12-31;959;Wien Hauffgasse;B0271;B0271 - Naturblumenbinder/innen;1;
2024-12-31;959;Wien Hauffgasse;B1601;B1601 - Maurer/innen;1;
2024-12-31;959;Wien Hauffgasse;B1611;B1611 - Stukkateur(e)innen;3;
2024-12-31;959;Wien Hauffgasse;B1651;B1651 - Eisenbieger/innen, -flechter/innen;1;
2024-12-31;959;Wien Hauffgasse;B1711;B1711 - Isolierer/innen;3;
2024-12-31;959;Wien Hauffgasse;B1721;B1721 - Platten-, Fliesenleger/innen;2;
2024-12-31;959;Wien Hauffgasse;B1761;B1761 - Maler/innen, Anstreicher/innen;3;
2024-12-31;959;Wien Hauffgasse;B1767;B1767 - Lackierer/innen;10;
2024-12-31;959;Wien Hauffgasse;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;3;
2024-12-31;959;Wien Hauffgasse;B1871;B1871 - Gußputzer/innen, andere Gießereiberufe;2;
2024-12-31;959;Wien Hauffgasse;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;5;
2024-12-31;959;Wien Hauffgasse;B1954;B1954 - Maschinenschlosser/innen;30;
2024-12-31;959;Wien Hauffgasse;B1958;B1958 - Sonstige Schlosser/innen;12;
2024-12-31;959;Wien Hauffgasse;B2001;B2001 - Automaten-, Maschineneinrichter/innen, -einsteller/innen;3;
2024-12-31;959;Wien Hauffgasse;B2101;B2101 - Bauspengler;8;
2024-12-31;959;Wien Hauffgasse;B2105;B2105 - Karosserie-, Kühlerspengler/innen;7;
2024-12-31;959;Wien Hauffgasse;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;12;
2024-12-31;959;Wien Hauffgasse;B2129;B2129 - Rohrinstallateur(monteur)helfer/innen;1;
2024-12-31;959;Wien Hauffgasse;B2161;B2161 - Schweißer/innen, Schneidbrenner/innen;8;
2024-12-31;959;Wien Hauffgasse;B2167;B2167 - Löter/innen (ohne Blei-, Hartware);1;
2024-12-31;959;Wien Hauffgasse;B2201;B2201 - Kraftfahrzeugmechaniker/innen;8;
2024-12-31;959;Wien Hauffgasse;B2208;B2208 - Sonstige Grobmechaniker/innen;6;
2024-12-31;959;Wien Hauffgasse;B2209;B2209 - Grobmechanikerhelfer/innen;1;
2024-12-31;959;Wien Hauffgasse;B2241;B2241 - Augenoptiker/innen;1;
2024-12-31;959;Wien Hauffgasse;B2405;B2405 - Elektromechaniker/innen;8;
2024-12-31;959;Wien Hauffgasse;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;31;
2024-12-31;959;Wien Hauffgasse;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;2;
2024-12-31;959;Wien Hauffgasse;B2511;B2511 - Bautischler/innen;3;
2024-12-31;959;Wien Hauffgasse;B2513;B2513 - Bau- und Möbeltischler/innen;4;
2024-12-31;959;Wien Hauffgasse;B2515;B2515 - Möbeltischler/innen;1;
2024-12-31;959;Wien Hauffgasse;B2761;B2761 - Sattler/innen, Riemer/innen;1;
2024-12-31;959;Wien Hauffgasse;B3571;B3571 - Kunststoffverarbeiter/innen;1;
2024-12-31;959;Wien Hauffgasse;B3835;B3835 - Erdbewegungs-, Baumaschinenführer/innen;1;
2024-12-31;959;Wien Hauffgasse;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;1;
2024-12-31;959;Wien Hauffgasse;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);12;
2024-12-31;959;Wien Hauffgasse;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;3;
2024-12-31;959;Wien Hauffgasse;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;5;
2024-12-31;959;Wien Hauffgasse;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;1;
2024-12-31;959;Wien Hauffgasse;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;1;
2024-12-31;959;Wien Hauffgasse;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;34;
2024-12-31;959;Wien Hauffgasse;B4071;B4071 - Einkäufer/innen;4;
2024-12-31;959;Wien Hauffgasse;B4101;B4101 - Handelsvertreter/innen;4;
2024-12-31;959;Wien Hauffgasse;B4141;B4141 - Werbefachleute (m./w.);4;
2024-12-31;959;Wien Hauffgasse;B4161;B4161 - Versicherungsvermittler/innen, -vertreter/innen;2;
2024-12-31;959;Wien Hauffgasse;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;21;
2024-12-31;959;Wien Hauffgasse;B4601;B4601 - Speditionsfachleute (m./w.);2;
2024-12-31;959;Wien Hauffgasse;B4701;B4701 - Transportarbeiter/innen;5;
2024-12-31;959;Wien Hauffgasse;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;1;
2024-12-31;959;Wien Hauffgasse;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;1;
2024-12-31;959;Wien Hauffgasse;B5121;B5121 - Kellner/innen;12;
2024-12-31;959;Wien Hauffgasse;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;4;
2024-12-31;959;Wien Hauffgasse;B5201;B5201 - Gaststättenköch(e)innen;5;
2024-12-31;959;Wien Hauffgasse;B5251;B5251 - Kochgehilf(en)innen;5;
2024-12-31;959;Wien Hauffgasse;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;1;
2024-12-31;959;Wien Hauffgasse;B5351;B5351 - Hauswart(e)innen;1;
2024-12-31;959;Wien Hauffgasse;B5431;B5431 - Gebäudereiniger/innen, Fensterputzer/innen;1;
2024-12-31;959;Wien Hauffgasse;B5436;B5436 - Reinigungskräfte (m./w.);1;
2024-12-31;959;Wien Hauffgasse;B5601;B5601 - Kanal-, Straßenreiniger/innen, Müllabträger/innen;10;
2024-12-31;959;Wien Hauffgasse;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;1;
2024-12-31;959;Wien Hauffgasse;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;6;
2024-12-31;959;Wien Hauffgasse;B5988;B5988 - Sonstige Dienstleistungsberufe;2;
2024-12-31;959;Wien Hauffgasse;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;3;
2024-12-31;959;Wien Hauffgasse;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;1;
2024-12-31;959;Wien Hauffgasse;B6165;B6165 - Techniker/innen m. höh. Ausbildung (Ing.) für Vermessungswesen;2;
2024-12-31;959;Wien Hauffgasse;B6168;B6168 - Sonstige Techniker/innen für Vermessungswesen;3;
2024-12-31;959;Wien Hauffgasse;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;1;
2024-12-31;959;Wien Hauffgasse;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;17;
2024-12-31;959;Wien Hauffgasse;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;1;
2024-12-31;959;Wien Hauffgasse;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;8;
2024-12-31;959;Wien Hauffgasse;B6275;B6275 - Techniker/innen m. höh. Ausb. f. Schwachstr.- u. Nachrichtent.;1;
2024-12-31;959;Wien Hauffgasse;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;3;
2024-12-31;959;Wien Hauffgasse;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;1;
2024-12-31;959;Wien Hauffgasse;B6455;B6455 - Techn. m. höh. Ausbildung (Ing.) f. Wirtschaftswesen (m./w.);1;
2024-12-31;959;Wien Hauffgasse;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;12;
2024-12-31;959;Wien Hauffgasse;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);5;
2024-12-31;959;Wien Hauffgasse;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;13;
2024-12-31;959;Wien Hauffgasse;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);1;
2024-12-31;959;Wien Hauffgasse;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;4;
2024-12-31;959;Wien Hauffgasse;B6826;B6826 - Technische Zeichner/innen;2;
2024-12-31;959;Wien Hauffgasse;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;12;
2024-12-31;959;Wien Hauffgasse;B7303;B7303 - Justizwachebeamt(e)innen, Gefangenenaufseher/innen;7;
2024-12-31;959;Wien Hauffgasse;B7565;B7565 - Wirtschaftsverwalter/innen;1;
2024-12-31;959;Wien Hauffgasse;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;12;
2024-12-31;959;Wien Hauffgasse;B7701;B7701 - Buchhalter/innen;1;
2024-12-31;959;Wien Hauffgasse;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;4;
2024-12-31;959;Wien Hauffgasse;B7781;B7781 - Kalkulant(en)innen;1;
2024-12-31;959;Wien Hauffgasse;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;1;
2024-12-31;959;Wien Hauffgasse;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;18;
2024-12-31;959;Wien Hauffgasse;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);2;
2024-12-31;959;Wien Hauffgasse;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;2;
2024-12-31;959;Wien Hauffgasse;B7831;B7831 - Stenograf(en)innen, Maschinschreiber/innen;1;
2024-12-31;959;Wien Hauffgasse;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;2;
2024-12-31;959;Wien Hauffgasse;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;1;
2024-12-31;959;Wien Hauffgasse;B8001;B8001 - Ärzt(e)innen;4;
2024-12-31;959;Wien Hauffgasse;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;7;
2024-12-31;959;Wien Hauffgasse;B8076;B8076 - Masseur(e)innen;1;
2024-12-31;959;Wien Hauffgasse;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);6;
2024-12-31;959;Wien Hauffgasse;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;13;
2024-12-31;959;Wien Hauffgasse;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;18;
2024-12-31;959;Wien Hauffgasse;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);7;
2024-12-31;959;Wien Hauffgasse;B8371;B8371 - Erzieher/innen;16;
2024-12-31;959;Wien Hauffgasse;B8441;B8441 - Philosoph(en)innen, Psycholog(en)innen;1;
2024-12-31;959;Wien Hauffgasse;B8448;B8448 - Sonstige Wissenschafter/innen;3;
2024-12-31;959;Wien Hauffgasse;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;2;
2024-12-31;960;Wien Esteplatz;B0108;B0108 - Sonstige Techniker/innen f. Landwirtschaft, Wein- u. Gartenbau;1;
2024-12-31;960;Wien Esteplatz;B0271;B0271 - Naturblumenbinder/innen;6;
2024-12-31;960;Wien Esteplatz;B1421;B1421 - Hafner/innen, Töpfer/innen, Ofensetzer/innen;1;
2024-12-31;960;Wien Esteplatz;B1601;B1601 - Maurer/innen;10;
2024-12-31;960;Wien Esteplatz;B1611;B1611 - Stukkateur(e)innen;3;
2024-12-31;960;Wien Esteplatz;B1631;B1631 - Zimmerer/innen;3;
2024-12-31;960;Wien Esteplatz;B1641;B1641 - Betonbauer/innen;1;
2024-12-31;960;Wien Esteplatz;B1673;B1673 - Pflasterer/innen;6;
2024-12-31;960;Wien Esteplatz;B1675;B1675 - Gleisbauer/innen;11;
2024-12-31;960;Wien Esteplatz;B1678;B1678 - Sonstige Tiefbauer/innen;1;
2024-12-31;960;Wien Esteplatz;B1701;B1701 - Dachdecker/innen;1;
2024-12-31;960;Wien Esteplatz;B1703;B1703 - Schwarzdecker/innen;3;
2024-12-31;960;Wien Esteplatz;B1721;B1721 - Platten-, Fliesenleger/innen;4;
2024-12-31;960;Wien Esteplatz;B1728;B1728 - Sonstige Bodenleger/innen;1;
2024-12-31;960;Wien Esteplatz;B1761;B1761 - Maler/innen, Anstreicher/innen;1;
2024-12-31;960;Wien Esteplatz;B1767;B1767 - Lackierer/innen;7;
2024-12-31;960;Wien Esteplatz;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;5;
2024-12-31;960;Wien Esteplatz;B1901;B1901 - Huf- und Wagenschmied(e)innen;5;
2024-12-31;960;Wien Esteplatz;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;5;
2024-12-31;960;Wien Esteplatz;B1958;B1958 - Sonstige Schlosser/innen;2;
2024-12-31;960;Wien Esteplatz;B1959;B1959 - Schlosserhelfer/innen;1;
2024-12-31;960;Wien Esteplatz;B2101;B2101 - Bauspengler;3;
2024-12-31;960;Wien Esteplatz;B2105;B2105 - Karosserie-, Kühlerspengler/innen;8;
2024-12-31;960;Wien Esteplatz;B2108;B2108 - Sonstige Spengler/innen;1;
2024-12-31;960;Wien Esteplatz;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;22;
2024-12-31;960;Wien Esteplatz;B2161;B2161 - Schweißer/innen, Schneidbrenner/innen;4;
2024-12-31;960;Wien Esteplatz;B2201;B2201 - Kraftfahrzeugmechaniker/innen;17;
2024-12-31;960;Wien Esteplatz;B2208;B2208 - Sonstige Grobmechaniker/innen;5;
2024-12-31;960;Wien Esteplatz;B2221;B2221 - Feinmechaniker/innen;1;
2024-12-31;960;Wien Esteplatz;B2223;B2223 - Bandagist(en)innen, Orthopädiemechaniker/innen;1;
2024-12-31;960;Wien Esteplatz;B2224;B2224 - Zahnprothesenmacher/innen;3;
2024-12-31;960;Wien Esteplatz;B2271;B2271 - Goldschmied(e)innen, Silberschmied(e)innen;1;
2024-12-31;960;Wien Esteplatz;B2405;B2405 - Elektromechaniker/innen;27;
2024-12-31;960;Wien Esteplatz;B2407;B2407 - Radio-, Fernsehmechaniker/innen;1;
2024-12-31;960;Wien Esteplatz;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;39;
2024-12-31;960;Wien Esteplatz;B2425;B2425 - Fernmeldemonteur(e)innen;1;
2024-12-31;960;Wien Esteplatz;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;2;
2024-12-31;960;Wien Esteplatz;B2488;B2488 - Sonstige Elektroberufe;2;
2024-12-31;960;Wien Esteplatz;B2511;B2511 - Bautischler/innen;5;
2024-12-31;960;Wien Esteplatz;B2513;B2513 - Bau- und Möbeltischler/innen;2;
2024-12-31;960;Wien Esteplatz;B2519;B2519 - Tischlerhelfer/innen;2;
2024-12-31;960;Wien Esteplatz;B3001;B3001 - Wäscheschneider/innen, -näher/innen;1;
2024-12-31;960;Wien Esteplatz;B3014;B3014 - Herren- und Damenschneider/innen;2;
2024-12-31;960;Wien Esteplatz;B3088;B3088 - Sonstige Textilnäher/innen;1;
2024-12-31;960;Wien Esteplatz;B3171;B3171 - Tapezierer/innen, Polster(er)innen;1;
2024-12-31;960;Wien Esteplatz;B3431;B3431 - Fotograf(en)innen;1;
2024-12-31;960;Wien Esteplatz;B3571;B3571 - Kunststoffverarbeiter/innen;1;
2024-12-31;960;Wien Esteplatz;B3631;B3631 - Bäcker/innen;2;
2024-12-31;960;Wien Esteplatz;B3632;B3632 - Bäckereiarbeiter/innen, andere Backwarenhersteller/innen;5;
2024-12-31;960;Wien Esteplatz;B3641;B3641 - Zuckerbäcker/innen;6;
2024-12-31;960;Wien Esteplatz;B3716;B3716 - Weinkellereiberufe;1;
2024-12-31;960;Wien Esteplatz;B3751;B3751 - Kaffeemittel-, andere Nahrungsmittelhersteller/innen;1;
2024-12-31;960;Wien Esteplatz;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;8;
2024-12-31;960;Wien Esteplatz;B3835;B3835 - Erdbewegungs-, Baumaschinenführer/innen;2;
2024-12-31;960;Wien Esteplatz;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;3;
2024-12-31;960;Wien Esteplatz;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);5;
2024-12-31;960;Wien Esteplatz;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);20;
2024-12-31;960;Wien Esteplatz;B3999;B3999 - Hilfsarbeiter/innen (Helfer), soweit nicht anderw. eing.;2;
2024-12-31;960;Wien Esteplatz;B4002;B4002 - Drogist(en)innen;1;
2024-12-31;960;Wien Esteplatz;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;22;
2024-12-31;960;Wien Esteplatz;B4006;B4006 - Händler/innen und Verkäufer/innen von Schuhen;5;
2024-12-31;960;Wien Esteplatz;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;80;
2024-12-31;960;Wien Esteplatz;B4011;B4011 - Händler/innen u. Verkäufer/innen v. Papier- und Schreibwaren;1;
2024-12-31;960;Wien Esteplatz;B4013;B4013 - Händler/innen, Verk. v. Fahrz., Bestandteilen u. Zubehör;1;
2024-12-31;960;Wien Esteplatz;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;1;
2024-12-31;960;Wien Esteplatz;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;2;
2024-12-31;960;Wien Esteplatz;B4016;B4016 - Warenhausverkäufer/innen;4;
2024-12-31;960;Wien Esteplatz;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;75;
2024-12-31;960;Wien Esteplatz;B4051;B4051 - Ambulante Händler/innen und Verkäufer/innen;5;
2024-12-31;960;Wien Esteplatz;B4071;B4071 - Einkäufer/innen;5;
2024-12-31;960;Wien Esteplatz;B4101;B4101 - Handelsvertreter/innen;29;
2024-12-31;960;Wien Esteplatz;B4141;B4141 - Werbefachleute (m./w.);33;
2024-12-31;960;Wien Esteplatz;B4151;B4151 - Konsumentenberater/innen;50;
2024-12-31;960;Wien Esteplatz;B4161;B4161 - Versicherungsvermittler/innen, -vertreter/innen;25;
2024-12-31;960;Wien Esteplatz;B4188;B4188 - Sonst. Vermittler/innen, Vermieter/innen und verw. Berufe;7;
2024-12-31;960;Wien Esteplatz;B4251;B4251 - Straßenbahnwagenführer/innen;1;
2024-12-31;960;Wien Esteplatz;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;100;
2024-12-31;960;Wien Esteplatz;B4501;B4501 - Telegrafist(en)innen, Telefonist(en)innen;8;
2024-12-31;960;Wien Esteplatz;B4531;B4531 - Postverkehrsfachbedienstete (m./w.);35;
2024-12-31;960;Wien Esteplatz;B4601;B4601 - Speditionsfachleute (m./w.);1;
2024-12-31;960;Wien Esteplatz;B4605;B4605 - Reise-, Fremdenverkehrsfachleute (m./w.);5;
2024-12-31;960;Wien Esteplatz;B4801;B4801 - Boten, Amts-, Büro- und Geschäftsdiener/innen;3;
2024-12-31;960;Wien Esteplatz;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;22;
2024-12-31;960;Wien Esteplatz;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;27;
2024-12-31;960;Wien Esteplatz;B5121;B5121 - Kellner/innen;129;
2024-12-31;960;Wien Esteplatz;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;38;
2024-12-31;960;Wien Esteplatz;B5141;B5141 - Stubenmädchen/-burschen;36;
2024-12-31;960;Wien Esteplatz;B5151;B5151 - Hotelportier(e)innen;6;
2024-12-31;960;Wien Esteplatz;B5153;B5153 - Hoteldiener/innen und verwandte Berufe;1;
2024-12-31;960;Wien Esteplatz;B5171;B5171 - Luftsteward(s)essen;1;
2024-12-31;960;Wien Esteplatz;B5201;B5201 - Gaststättenköch(e)innen;130;
2024-12-31;960;Wien Esteplatz;B5251;B5251 - Kochgehilf(en)innen;41;
2024-12-31;960;Wien Esteplatz;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;22;
2024-12-31;960;Wien Esteplatz;B5301;B5301 - Haushälter/innen und verwandte Berufe;1;
2024-12-31;960;Wien Esteplatz;B5351;B5351 - Hauswart(e)innen;3;
2024-12-31;960;Wien Esteplatz;B5431;B5431 - Gebäudereiniger/innen, Fensterputzer/innen;11;
2024-12-31;960;Wien Esteplatz;B5436;B5436 - Reinigungskräfte (m./w.);64;
2024-12-31;960;Wien Esteplatz;B5608;B5608 - Sonstige Reinigungsberufe;11;
2024-12-31;960;Wien Esteplatz;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;17;
2024-12-31;960;Wien Esteplatz;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;17;
2024-12-31;960;Wien Esteplatz;B5751;B5751 - Friseur-, Kosmetikhilfskräfte (m./w.) und verwandte Berufe;3;
2024-12-31;960;Wien Esteplatz;B5771;B5771 - Badewärter/innen;1;
2024-12-31;960;Wien Esteplatz;B5851;B5851 - Schädlingsbekämpfer/innen und verwandte Berufe;1;
2024-12-31;960;Wien Esteplatz;B5901;B5901 - Portier(e)innen, Wächter/innen;87;
2024-12-31;960;Wien Esteplatz;B5921;B5921 - Buchmacher/innen, Croupiers (m./w.) und verwandte Berufe;20;
2024-12-31;960;Wien Esteplatz;B5988;B5988 - Sonstige Dienstleistungsberufe;4;
2024-12-31;960;Wien Esteplatz;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;9;
2024-12-31;960;Wien Esteplatz;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;8;
2024-12-31;960;Wien Esteplatz;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;9;
2024-12-31;960;Wien Esteplatz;B6201;B6201 - Diplomingenieur(e)innen für Maschinenbau;4;
2024-12-31;960;Wien Esteplatz;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;7;
2024-12-31;960;Wien Esteplatz;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;47;
2024-12-31;960;Wien Esteplatz;B6225;B6225 - Techniker/innen m. höherer Ausbildung (Ing.) für Flugzeugbau;2;
2024-12-31;960;Wien Esteplatz;B6241;B6241 - Diplomingenieur(e)innen für Starkstromtechnik;1;
2024-12-31;960;Wien Esteplatz;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;7;
2024-12-31;960;Wien Esteplatz;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;12;
2024-12-31;960;Wien Esteplatz;B6275;B6275 - Techniker/innen m. höh. Ausb. f. Schwachstr.- u. Nachrichtent.;1;
2024-12-31;960;Wien Esteplatz;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;4;
2024-12-31;960;Wien Esteplatz;B6305;B6305 - Techn. m. höh. Ausb. f. techn. Chemie, Chemotechniker (m./w.);1;
2024-12-31;960;Wien Esteplatz;B6345;B6345 - Techn. m. höh. Ausb. (Ing.) f. Feuerungs- u. Gastechn. (m./w.);1;
2024-12-31;960;Wien Esteplatz;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;17;
2024-12-31;960;Wien Esteplatz;B6455;B6455 - Techn. m. höh. Ausbildung (Ing.) f. Wirtschaftswesen (m./w.);1;
2024-12-31;960;Wien Esteplatz;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;5;
2024-12-31;960;Wien Esteplatz;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;65;
2024-12-31;960;Wien Esteplatz;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);41;
2024-12-31;960;Wien Esteplatz;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;182;
2024-12-31;960;Wien Esteplatz;B6491;B6491 - Diplomingenieur(e)innen soweit nicht anderweitig eingeordnet;1;
2024-12-31;960;Wien Esteplatz;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);3;
2024-12-31;960;Wien Esteplatz;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;16;
2024-12-31;960;Wien Esteplatz;B6606;B6606 - Bühnen-, fernseh-, film- und tontechnische Sonderberufe;1;
2024-12-31;960;Wien Esteplatz;B6656;B6656 - Chemielaborant(en)innen, Stoffprüfer/innen (Chemie);1;
2024-12-31;960;Wien Esteplatz;B6806;B6806 - Grafische Zeichner/innen;9;
2024-12-31;960;Wien Esteplatz;B6826;B6826 - Technische Zeichner/innen;3;
2024-12-31;960;Wien Esteplatz;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;132;
2024-12-31;960;Wien Esteplatz;B7301;B7301 - Öffentliche Sicherheitsorgane (m./w.);247;
2024-12-31;960;Wien Esteplatz;B7341;B7341 - Berufsfeuerwehrleute (m./w.);3;
2024-12-31;960;Wien Esteplatz;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;55;
2024-12-31;960;Wien Esteplatz;B7561;B7561 - Wirtschaftstreuhänder/innen;53;
2024-12-31;960;Wien Esteplatz;B7565;B7565 - Wirtschaftsverwalter/innen;17;
